ABF2	0.00726267
ABI5	0.00578947
ABI3	0.0393842
ABF1	0.00347966
ABF3	0.00309636
ABI4	0.00624689
ABF4	0.00146719
ABR1	0.00170169
AGL1	0.0126145
AGL3	0.0206413
AG	0.0115188
AGL16	0.00419673
AGL42	0.0103907
AGL13	0.00475103
AGL27	0.00109133
AGL15	0.0040564
AIB	0.0685377
AGL55	0.0090187
AGL6	0.00343423
AHL20	0.0510023
AIL6	0.00853273
AHL12	0.153207
AHL25	0.189653
AGL63	0.00497075
ARALYDRAFT_493022	0.00281898
ANL2	0.036971
AIL7	0.00721364
AP3	0.00095217
ANT	0.00684289
ARALYDRAFT_484486	0.00225927
ARALYDRAFT_495258	0.00225927
AP1	9.84752e-05
ARF16	0.000582129
ARALYDRAFT_897773	0.00219182
ARALYDRAFT_496250	0.00474062
ARF1	0.00465283
ARF14	0.00538686
ARF13	0.00249743
ARF18	0.00181093
ARF10	0.000915251
ARF35	0.00274766
ARF25	0.000909496
ARF2	0.00250948
ARF27	0.00652189
ARF3	0.00523966
ARF34	0.00501675
ARF36	0.00184355
ARF29	0.00226382
ARR10	0.00863385
ARF4	0.001678
ARF8	0.00585634
ARF5	0.00390653
ARR1	0.0066854
ARF39	0.00257861
ARR11	0.0120316
ARF7	0.00164258
AT1G14600	0.0280478
ARR18	0.0159729
ASR1	0.000116737
ASR3	0.00899224
ARR2	0.00733442
AT1G19000	0.0152218
ARR14	0.0104573
ASIL2	0.00193278
AT2G40260	0.0102476
AT1G72740	0.000539497
AT2G38300	0.00925963
AT1G74840	0.0156041
AT2G38090	0.00470721
AT3G10030	0.022369
AT1G19040	0.00880876
AT1G76870	0.000953022
AT5G05090	0.00812995
AT3G11280	0.00875286
AT5G04760	0.00864167
AT3G46070	0.000569918
AT5G05550	0.00252461
AT5G04390	0.00302507
AT3G10580	0.0140432
ATHB_15	0.0281429
AT4G12670	0.0043208
AT5G47660	0.0123607
ATHB_13	0.0155127
AT5G56840	0.0117619
ATHB_16	0.0370913
ATHB_12	0.0147133
AT5G05790	0.00781789
ATHB_53	0.0177119
ATHB_23	0.0287398
AT5G61620	0.0137965
ATHB_51	0.0413183
ATHB_4	0.0495485
ATHB_6	0.0175397
ATHB_20	0.0245255
ATHB_5	0.0126954
BEH2	0.0116381
ATHB_9	0.0283479
ATHB_40	0.0283618
BEE2	0.0272053
ATHB_X	0.0263066
BEH3	0.00792312
BAM8	0.0146935
ATHB_7	0.012893
BHLH104	0.034618
BHLH145	0.0499923
ATMYB31	0.00210754
BHLH130	0.0035042
BHLH112	0.00254051
BHLH13	0.0175979
BEH4	0.0107924
BHLH18	0.00686678
BHLH78	0.112562
BHLH34	0.00355279
BHLH122	0.00528806
BHLH77	0.00478309
BHLH49	0.0126617
BHLH74	0.0150412
BHLH3	0.0416788
BPE	0.0197607
BIM2	0.0225326
BHLH80	0.00337283
BHLH72	0.00306927
BPC6	1.35615e-06
BIM3	0.036344
BIM1	0.0319491
BZIP30	0.0195253
BZIP16	0.00339039
BRN2	0.0213705
BPC5	2.53392e-06
BZIP18	0.0204414
BZIP3	0.00302351
BPC1	2.03162e-07
BZIP11	0.00514747
BZIP63	0.00394302
BZIP44	0.00645964
BZIP42	0.00592346
BZIP28	0.004138
BZIP60	0.100359
BZIP48	0.00526954
BZIP2	0.00347243
BZIP43	0.00402965
BZIP910	0.0460732
CAMTA2	0.0160756
BZIP68	0.00355194
BZIP53	0.00552055
CAMTA1	0.0179214
BZIP911	0.00398417
BZIP52	0.025274
BZIP69	0.0242441
CDC5	0.01086
CRF4	0.00172423
CAMTA3	0.0117581
BZR2	0.00548704
CRF2	0.00583467
CDF2	0.00196499
BZR1	0.012584
DIV1	0.0199515
CCA1	0.0158004
DEAR3	0.00174115
DOF2.2	0.000775878
CDF5	2.0561e-06
DOF1.8	0.00238742
DOF1.5	3.80034e-05
CDF3	0.00211494
DF1	0.00992074
DOF2	0.00912207
DOF3	0.0131962
DOF2.4	0.00341093
DOF1.7	9.38008e-06
DOF1.6	0.00450256
DOF3.2	7.90617e-05
DOF3.6	9.36917e-07
DOF2.5	0.00541052
DOF4.5	0.00394224
DOF5.7	0.00250352
DOF4.2	6.56634e-05
DOF3.5	0.00188024
DOF5.6	0.00381176
DOF4.3	0.0142216
DREB1A	0.00546889
DOF5.1	3.89651e-06
DOF3.4	6.17815e-06
DREB1F	0.00640741
DOF5.4	0.000556676
DOF5.8	2.01246e-06
DREB1E	0.0139267
DPBF3	0.00566481
DREB2C	0.00225338
DREB1B	0.00493477
DYT1	0.00600828
DOF5.3	0.00308906
DREB1G	0.0069028
DREB1D	0.00647304
DREB2G	0.000559287
DREB2A	0.00240871
E2FD	0.00337545
DREB2D	0.000709884
EMBP_1	0.00389126
DREB1C	0.0064766
E2FA	0.00961596
DREB2F	0.00103301
EIL4	0.0163022
E2FC	0.00474861
ERF010	0.00141328
ERF015	0.00148014
DREB2E	0.00266705
E2FE	0.00337545
EIL3	0.0187759
ERF003	0.000479926
ERF014	0.000665184
ERF008	0.00180047
ERF019	0.00184497
EFM	0.0284128
ERF027	0.00416444
ERF011	0.00129895
ERF017	0.00135417
ERF013	0.000996069
ERF025	0.00473714
ERF018	0.00453701
ERF036	0.00305075
ERF012	0.000651112
ERF054	0.000949634
ERF021	0.00172529
ERF034	0.0029971
ERF023_572	0.0022339
ERF043	0.00388521
ERF035	0.00449123
ERF069	0.00457995
ERF023	0.00220808
ERF094	0.00370206
ERF037	0.00372832
ERF055	0.00154936
ERF039	0.00249443
ERF091	0.00106366
ERF057	0.000613748
ERF10	0.000693567
ERF038	0.00173207
ERF073	0.00140414
ERF112	0.00184588
ERF095	0.00105351
ERF087	0.00150737
ERF11	0.00187958
ERF096	0.00382006
ERF122	0.00193858
ERF086	0.00148796
ERF104	0.000756681
ERF3	0.00153922
ERF109	0.00681444
ERF115	0.00201024
ERF118	0.00204608
ERF2	0.000697657
ERF6	0.0129319
ERF105	0.00101129
ERF13	0.00495866
FAR1	0.0130604
ERF1B	0.00237783
ERF4	0.00244824
ERF5	0.00100789
FAEOBII	0.00636646
FUS3	0.0087654
ERF15	0.00185631
ERF7	0.00379252
GATA12	0.0701461
FHY3	0.00931557
ERF9	0.000622754
GATA11	0.0238451
GATA19	0.008718
FLC	0.000437857
ERF8	0.0014931
GATA9	0.0332688
GAF1	4.1713e-05
GATA14	0.0206188
GATA10	0.0298854
GATA8	0.00940338
GATA15	0.0186129
GLYMA19G26560.1	0.00201482
